,contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_SRR3968777,pnps_SRR3963982,pnps_SRR3963456,pnps_SRR3962680,pnps_SRR3965585,pnps_SRR3960578,pnps_SRR3965592,pnps_SRR3964650,pnps_SRR3960580,pnps_SRR3960579,pnps_SRR3960581,pnps_SRR3961935,pnps_SRR3960577,pnps_SRR3967025,pnps_SRR3967700,pnps_SRR3965676,pnps_SRR3965874,pnps_SRR3967699,pnps_SRR3961604,pnps_SRR3960575,pnps_SRR3963449,pnps_SRR3962773,pnps_SRR3963804,pnps_SRR3963658,pnps_SRR3963498,pnps_SRR3968062,pnps_SRR3961047,pnps_SRR3965758,pnps_SRR3965873,pnps_SRR3967905,pnps_SRR3968061,pnps_SRR3965875,pnps_SRR3961906,pnps_SRR3962771,pnps_SRR3963599,pnps_SRR3960576,pnps_SRR3966130,pnps_SRR3967558,pnps_SRR3962772,pnps_SRR3963805,pnps_SRR3963571,pnps_SRR3968063,pnps_SRR3960572,pnps_SRR3963458,pnps_SRR3968060,pnps_SRR3962777,pnps_SRR3962293,pnps_SRR3967319,pnps_SRR3963457,pnps_SRR3967690,pnps_SRR3962508,pnps_SRR3965809,pnps_SRR3960684,pnps_SRR3961936,pnps_SRR3965647,pnps_SRR3963622,pnps_SRR3965586,pnps_SRR3968770
4745,k127_4256909,deep,1699185,integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,0.0688532579535665,,,,,,,,,,,,,,,,,,,,,,0.03795607221953688,,,,,,,,,,,,0.09290912615285572
4775,k127_6470568,deep,1712035,non-integron,G!!!E!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,0.3507024909014789,0.2171053701108641,0.20705259131365608,0.2534977338681523,0.2682304110139801,0.30091763522923365,,0.3221730560983521,0.2846502192862523,0.2716892499151517,,0.16288741370574836,0.3048926030207961,0.21602411977854014,,0.187332918980026,0.2799838057064262,0.17392414400994424,0.2970954483471926,0.27068072268409465,0.30752061522046553,0.17320327323895154,,0.3345264238312193,0.1917342593657805,0.24516224974858075,0.18119495221720736,0.2249078316720236,0.33406087910944865,0.28659460935194936,,0.15590179414276342,,0.22315373253834556,0.21095503847852967,0.20052816952286115,0.16883043665839567,0.2440971342818834,,0.1756228586475913,0.2329608856853815,0.16963444227026708,0.22109180320137853,0.2833011845639605,0.2333824117601177,0.2571062152004395,0.2725103483648525,0.23883329539430204,0.2329960063962034,0.2453746086723234,0.2368480081079427,0.21863684281722853,0.1017500918230276,0.2941815448398948,0.3665661740523396,,,0.2150693713250893
4776,k127_6470568,deep,1712036,non-integron,H,Coenzyme transport and metabolism,0.050302215495247764,0.1787334872747809,0.10101067181436876,0.1203100561713558,0.02649115371619645,0.13951865249584106,,0.07436442736341023,0.06726965858174501,0.07409596026026423,,0.08772299548724223,0.13350648443708016,0.07876069991310611,0.022776323644211716,0.09073856834851332,0.12554054426661335,0.10158157963550712,0.08596299635680503,0.09522382293116713,0.10087649683573764,0.08455518030438625,,0.1179175761420491,0.16689161131442878,0.09625040026435336,0.10222168276145527,0.08877633628347358,0.06108345142678383,0.10190134170205978,,0.09982023431920968,,0.07014559020230411,0.030748148297497932,0.08041696789525306,0.11985956131319707,0.08182297932035389,0.0959577234863493,0.11386486932170806,0.09452493552509424,0.08844897044263704,0.1078152827369924,0.12586085552053172,0.07003742230595568,0.0735422845360902,0.09579993994015867,0.10471157126236344,0.11513705044940535,0.04224202922479806,0.06904288082246418,0.05854266429740049,0.06254487347729698,0.057717511423679965,0.10655794550419027,0.027912878932385844,,0.09089509766844253
4777,k127_6470568,deep,1712037,non-integron,,,,0.200273635484722,0.14644790091870113,,,0.26102290786562266,,,0.222181374040728,0.9925245287989224,,,0.34243307300387715,0.2743313969447845,,0.5823847976460603,,0.3956607212318247,0.4235520925353409,0.2469191149380853,0.10201909234269993,,,0.4583219693048676,0.3209652818910257,0.3184025798366213,,0.2096594397484641,,0.27394366218274635,,,,,1.2045586414640859,0.28338647903312364,0.2415281071230077,0.3385312525182527,,,0.13953108339765133,,0.3111059947535364,,0.28383005749563084,,,0.2466490032628084,0.26052125104978696,,0.07245539643531357,,,,1.2029372496662245,,,0.3637465652570955
4778,k127_6470568,deep,1712038,non-integron,H,Coenzyme transport and metabolism,0.0456465614317352,0.14115768759360411,0.1171412221173382,,,0.127129441195238,,0.05991209133166124,0.11567636621383505,0.15761316348253776,,,0.0929249220438073,,,0.1251284241715633,0.0815955129980955,0.09720679828529316,0.03522843921933747,0.11193705185359312,0.09862829846101437,,,0.0948976392200454,0.07584369560360317,0.10952799884980108,,0.057400012140548226,0.06146453636004341,0.16785840032179325,,0.08081034329358851,,,,0.130452242045224,0.0038442716333719922,0.07071267795056341,,0.00564391650689062,0.0961946159345106,,0.09912084507097177,,0.11176387832886704,0.08842251237578844,,0.09008445849213692,0.022301311059722027,0.09213976210541412,,0.08527451468694851,,,0.0800720685685133,,,0.10507944308177453
4779,k127_6470568,deep,1712039,non-integron,C,Energy production and conversion,,,,,,0.5532769862552869,,,0.3402739838424846,0.17353406266184573,,,0.33176936183076844,0.2612274487639774,0.16857410049352567,0.3466523670511734,0.0917240219294764,0.3349891772292668,,0.3858167546339314,0.17348474462484018,,,0.2628827465952656,0.32339347159672194,,,0.3152110551130115,0.1709188069110007,0.2423508184159936,,0.11082862523540504,,,,0.539435903933759,0.2864378524345993,0.2257032776773524,,,,,0.3893797610483057,,0.19284757664598,,0.08076579976669193,0.3626599173128117,,,0.08344633857568746,,,,0.20208197313778892,,,0.4459438931896458
4944,k127_363375,deep,1751521,non-integron,X,"Mobilome: prophages, transposons",,,,,0.20800322812749095,0.06910547643090363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050065982254383065,,,,,,,,,,,,,,,,,,,,,,
5037,k127_5953355,deep,1818671,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,0.7075973145934029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,k127_5953355,deep,1818676,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,0.4423098934403738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,k127_3173199,deep,1836518,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,0.34385666219969624,,,0.20867270327561072,,,,,,,,0.17097296952274632,0.3700050627671229,,,,0.2740022573382225,0.4783062514455523,,0.3103953604390113,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3132501425729604,
5055,k127_3173199,deep,1836519,non-integron,J,"Translation, ribosomal structure and biogenesis",0.02100804980368686,,,,,,,,,0.22705894325908485,,,0.3077047885621663,,,,,,,,0.3032871692478176,0.4116304310812013,,,,0.2465507934799977,0.2734249134956139,0.504837088959606,0.09715110399080126,,,,,,,,0.4036846834318964,,,,,0.4708586041850283,,0.4129738990656831,,,0.2497165277307211,,,,,,,,,,0.28545409088692497,
5056,k127_3173199,deep,1836520,non-integron,J,"Translation, ribosomal structure and biogenesis",0.4652944468627623,,,,,,,,,0.3361332124189271,,,0.4380367193598896,,,,,,,,0.4014652689159782,0.4757916930673651,,,,0.3097871437331696,0.3747167799974128,0.27896961049247226,0.881336444568255,,,,,,,,0.0969690276041415,,,,,0.2862921400329903,,0.6852125260605104,,,0.3267391755456152,,0.3210973517955056,,,,,,,,0.4658157159485399,
5057,k127_3173199,deep,1836521,integron,J,"Translation, ribosomal structure and biogenesis",,,,0.8575052044698642,,,,,,0.30966588946904977,,,0.2091780796265721,,,,,,,,0.1860784876186686,0.1747565755810645,,,,0.3172324327235603,0.2141295960219244,0.22904813205009206,0.2742217971767616,,,,,,,,,,,,,0.5142364058967642,,,,,0.2418653373352129,,,,,,,,,,0.3044198228155765,
5058,k127_3173199,deep,1836522,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,0.3293762970378184,,,0.2505614179753872,,,,,,,,0.2102214363398962,,,,,0.17127933041017074,0.2472988763024545,0.40686711993614544,,,,,,,,,,,,,,,,,,,0.1332946234271845,,,,,,,,,,0.4500673893021859,
5062,k127_11542627,deep,1838193,non-integron,,,,,,,,,,,0.05411209587630801,,,,,,,,,,,0.05303460011344308,,,,,,0.05586575012949169,,,,,,,,,,,,,,,,0.0722181223850886,0.01243303502307003,,0.07343249239871816,,,,,,,,0.05888305995737341,,,,,
5131,k127_8198386,deep,1884436,non-integron,,,,7.797789968672498,,,,0.5889373158431247,1.8499034290363137,,,,,,,,,1.1115444777178272,2.046611769087309,,,,,,,,,,,2.2756683612206423,,,,4.211401444874577,,,,,,,,,,,,17.982030031786614,,,2.332997979328148,,,,,,,8.086049280907789,,,,
5132,k127_8198386,deep,1884437,non-integron,,,,,,,,,0.4436765952573016,,,,,,,,,0.4569684033348316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29963128888369844,,,,,,,,,,,
5133,k127_8198386,deep,1884438,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725228296749624,,,,,,,,,,,,0.9496926314623524,,,,,,,,,,,,,,
5134,k127_8198386,deep,1884439,integron,,,,1.8123124084792024,,,,,1.051684742009957,,,,,,,,,1.087571427812114,1.1678600695046637,,,,,,,,,,,1.4895597405194982,,,,1.3513071960837866,,,,,,,,,,,,0.4788144210929762,,,0.4870603509737374,,,,,,,,,,,
5135,k127_8198386,deep,1884440,integron,,,,0.4512953601876641,,,,,0.9245004191791693,,,,,,,,,4.089368371906879,0.3357262846692789,,,,,,,,,,,0.5481624758220488,,,,0.9736347802329128,,,,,,,,,,,,1.251556628304886,,,,,,,,,,,,,,
5136,k127_8198386,deep,1884441,integron,E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism,,1.4864373215142437,,,,,,,,,,,,,,1.4226303861361669,3.6873290285960953,,,,,,,,,,,,,,,0.9373934224585424,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,k127_5979335,deep,1903214,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1775309059164731,,,,,,,,,
5204,k127_5979335,deep,1903218,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8481485144451955,,,,,,,,,
5205,k127_5979335,deep,1903219,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05275348172018,,,,,,,,,
5206,k127_7647267,deep,1908201,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636779015763144,,,,,,,,,,,,,,,,,,,,,,
5218,k127_4854576,deep,1909865,non-integron,G,Carbohydrate transport and metabolism,,3.0849445982258823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,k127_6013645,deep,2008091,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19517195395845066,,,,,,,,,,,,,,,,,,,,,,
5426,k127_2675150,deep,2022280,non-integron,R,General function prediction only,,,,,,1.3724391816771957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,k127_2675150,deep,2022281,non-integron,S,Function unknown,,,,,,0.2121829931656512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,k127_2675150,deep,2022282,non-integron,E,Amino acid transport and metabolism,,,,,,0.5844914880337451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9664079410172945,,,,,,,,,,,,,,,,,,,,,,
5429,k127_2675150,deep,2022283,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,0.4637048199164734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,k127_2675150,deep,2022284,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,2.2481618781627644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,k127_2675150,deep,2022286,non-integron,D!!!M,"Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis",,,,,,1.201380045446058,,,,,,,1.3784985413502198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,k127_2675150,deep,2022287,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,0.7898625632346795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,k127_2675150,deep,2022288,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,1.7358004173134085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,k127_2675150,deep,2022289,non-integron,M!!!D,"Cell wall/membrane/envelope biogenesis!!!Cell cycle control, cell division, chromosome partitioning",,,,,,2.535841889761989,,,,,,,3.1623082626490597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,k127_2675150,deep,2022290,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,0.15102400201173055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,k127_2675150,deep,2022292,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,0.5679341067624234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,k127_2675150,deep,2022293,non-integron,H,Coenzyme transport and metabolism,,,,,,2.224540470269857,,,,,,,1.3363021489690492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,k127_2675150,deep,2022294,non-integron,L,"Replication, recombination and repair",,,,,,0.2967759836400929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,k127_7692567,deep,2047501,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3227247483793106,,,,,,,,,,,,,,,,
5472,k127_7692567,deep,2047505,integron,,,,0.00997087927740785,,,0.006435155128365539,0.012259356822405249,,,0.006566234700021563,,,,0.013479092005909306,,,,,,,0.0,,,,,,0.0009114124110032583,,,,,,,,,,0.016638293235038886,,0.004170080932966857,,,,0.0074964287359485455,0.0039415213409234855,,0.001703193820777549,,,,,,,,0.0017307233229887822,,,,,0.007334526784910241
5473,k127_7692567,deep,2047506,integron,V,Defense mechanisms,,,,,0.004776530572572732,0.04808588540645972,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0908531306474605,,,,,,,,,,,,,,,,,0.04831959188805677,,,,,
5536,k127_2701727,deep,2102281,non-integron,X,"Mobilome: prophages, transposons",0.16777646226962314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2306343273045639
5554,k127_6048287,deep,2113511,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5640632157689525,,,,,
5556,k127_6048287,deep,2113513,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2771090777394845,,,,,
5560,k127_6048287,deep,2113517,non-integron,K!!!L,"Transcription!!!Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.885934780459486,,,,,
5567,k127_4921721,deep,2118483,non-integron,C,Energy production and conversion,,,,,0.008427358450395349,0.02861740620954805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005701825248793385,,,,,,,,,,,,,,,,,,,,,0.01267357950045385,
5586,k127_12744358,deep,2130951,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203207679561014,,,,,,,,,,,0.2611346618620675,,,,,
5587,k127_12744358,deep,2130952,integron,V,Defense mechanisms,,,,,0.1369903640254813,,,,,,,,,,,,,,,,,,,,,0.1298987744259527,,,,,,,,,,,,,,,,0.08524381194273663,,,,,,,,,,,0.07397683119223032,,,,,
5691,k127_10543476,deep,2191397,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5778246830857571,,,,,,,,,,,,,,,,,,,,,,
5737,k127_5514755,deep,2218990,integron,V,Defense mechanisms,,,,,,0.005945905596545293,,,0.018883002434157185,,,,0.131226277489907,,,,,,,,,,,,,0.005712632354678943,,,,,,,,,,0.016811667451010422,,,,,,0.01832935513726396,0.01670119214279115,,,,,,,,,,,,,,0.0074895878166727796,
5780,k127_9992942,deep,2249490,non-integron,C!!!R,Energy production and conversion!!!General function prediction only,,0.5574343300110823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,k127_9992942,deep,2249491,non-integron,I,Lipid transport and metabolism,,2.122037216989176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,k127_9992942,deep,2249492,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,4.360906426336575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,k127_9992942,deep,2249500,integron,,,,0.15960491908220795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,k127_9992942,deep,2249501,integron,,,,1.1840531164014874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,k127_9992942,deep,2249502,integron,,,,0.15408362684763688,,,,,0.16923711269966346,,,,,,,,,0.19857652071266693,0.1242524742407458,,,,,0.11824668808242822,,,,,,0.18110903320865845,,,,0.10050344956181201,,0.06882394252066311,,,,,,,,,,,,,0.11247819469772127,,,,,,,,,,,
5793,k127_9992942,deep,2249503,integron,,,,0.7086455861912038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,k127_9992942,deep,2249505,integron,,,,1.0850275668772458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,k127_9992942,deep,2249506,integron,,,,1.2916819097560637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,k127_9437146,deep,2258218,integron,,,,,,,0.31111173109922285,0.27195791271844,,,,,,,,0.2467166570912449,,,,0.29752814125989285,,0.2002255447633595,,,,,,0.29801536583853266,,,,,,,,,,0.2805521686409253,,0.2728210684424112,,,,0.3066870445944099,0.22431202090271826,,0.2920404726562629,,,,,0.24810937877245803,,,0.43112772408888667,,,,,0.3440969976153162
5810,k127_11105078,deep,2260702,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896942832793915,,,,,,,,,,,,,
5843,k127_12783980,deep,2286303,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399431005682576,,,,,,,,,,,,,,,,
5848,k127_12783980,deep,2286308,integron,,,,,,,0.1225669028880708,0.16242164626419808,,,,,,,,,,,,,,,,,,,,0.15853728617642682,,,,,,,,,,0.12876093717210813,,,,,,0.23060938838000056,0.10304397639921456,,0.17754116522991845,,,,,,,,,,,,,
5849,k127_12783980,deep,2286309,integron,X,"Mobilome: prophages, transposons",,,,,0.18276672665630533,0.19805066707769547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08599880815659673,,,,,,,,,,,,,,,,
5903,k127_4442230,deep,2307650,non-integron,X,"Mobilome: prophages, transposons",,0.04335859668264274,,,,,0.029948012743981314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,k127_12789312,deep,2308504,non-integron,R,General function prediction only,0.4599063931288131,,,,0.38576483088646735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3858101669610763,,,,,,,,,,,,,,,,0.710841934221538
5917,k127_12789312,deep,2308505,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2606195842990728,,,,,,,,,,,,,,,,0.23356908745903274
5937,k127_540045,deep,2315485,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7070597892828445,,,,,,,,,,,,,
5938,k127_540045,deep,2315486,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6333646017104426,,,,,,,,,,,,,
5939,k127_540045,deep,2315487,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8044395681520858,,,,,,,,,,,,,
5940,k127_540045,deep,2315488,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.404490121238528,,,,,,,,,,,,,
5941,k127_540045,deep,2315489,non-integron,G!!!M,Carbohydrate transport and metabolism!!!Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2320440074878822,,,,,,,,,,,,,
5942,k127_540045,deep,2315490,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6506103018741343,,,,,,,,,,,,,
5943,k127_540045,deep,2315491,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8476505703925169,,,,,,,,,,,,,
5944,k127_540045,deep,2315492,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4012029998740343,,,,,,,,,,,,,
5946,k127_540045,deep,2315494,integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0298643595893873,,,,,,,,,,,,,
5947,k127_540045,deep,2315495,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28161882350884626,,,,,,,,,,,,,
5948,k127_540045,deep,2315496,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8355115627750518,,,,,,,,,,,,,
5980,k127_10576668,deep,2321564,non-integron,C,Energy production and conversion,,0.01527394560504533,,,,,0.00664655113818621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013432788760816005,,,,,,,,,,,,,,
5994,k127_8886070,deep,2335964,non-integron,P,Inorganic ion transport and metabolism,,,,,0.060454230807265086,0.07765889295650569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,k127_11125148,deep,2346939,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1825960965469154,,,0.0721887646167085,,,,,,,,,,,,,
6021,k127_11125148,deep,2346940,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20561706663775786,,,0.14515235066035945,,,,,,,,,,,,,
6026,k127_11125148,deep,2346945,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6302778550419946,,,,,,,,,,,,,
6040,k127_12798005,deep,2347333,integron,,,,,,,,0.18089021669417366,,,,,,,0.19200870646766197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595919187213649,,,0.1002246156229246,,,,,,,,,,,,,
6057,k127_8339339,deep,2356653,non-integron,E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,0.0774949733663252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,k127_2222510,deep,2366313,non-integron,G!!!M,Carbohydrate transport and metabolism!!!Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25565017958744385,,,,,,,,0.0690375433768711,,,,,,,,,,,,0.2595533049037255,,,,,,,,0.24757391501893944,
6061,k127_2222510,deep,2366314,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.880516780516778,,,,,,,,,,,,,,,,,,,,0.4935429295290872,,,,,,,,,
6063,k127_2222510,deep,2366316,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.610662907268171,,,,,,,,,,,,,,,,,,,,,
6064,k127_2222510,deep,2366317,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33563055513948425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,k127_2222510,deep,2366318,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23659165231770746,,,,,,,,1.868746536806184,,,,,,,,,,,,,,,,,,,,,
6066,k127_2222510,deep,2366319,integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529553802467033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,k127_2222510,deep,2366320,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24243215957571004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,k127_2222510,deep,2366321,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16263466365152393,,,,,,,,0.20711012978447305,,,,,,,,,,,,0.1011171387373228,,,,,,,,0.42906398858303707,
6069,k127_8892657,deep,2369207,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,3.9748460214713415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,k127_8892657,deep,2369208,non-integron,O!!!U,"Posttranslational modification, protein turnover, chaperones!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,1.811177766340401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,k127_8892657,deep,2369209,non-integron,,,,,,,,,,,,,2.5680024142750275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,k127_8892657,deep,2369210,non-integron,,,,,,,,,,,,,2.8102337122327192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,k127_8892657,deep,2369211,non-integron,D!!!N,"Cell cycle control, cell division, chromosome partitioning!!!Cell motility",,,,,,,,,,,1.4654563751362155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,k127_8892657,deep,2369212,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,1.9905692823088252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,k127_8892657,deep,2369213,non-integron,K!!!X,"Transcription!!!Mobilome: prophages, transposons",,,,,,,,,,,1.6430805863166698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
