bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm
NAT-60,MES,80.59,3.93,66.67,60.72,125,"56,678","23,068","20,468",2.56,92.06,NCBI Assembly,NZVT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,novel_genusE9,null,Hug et al. phylogenetic marker set,NAT,2497,4,2,0.001601922,0.000800961,tara149_prot_meso,3.176572776,tara149,prot,8,0.003203845
NAT-61,DCM,97.58,7.92,30.77,56.07,229,"208,124","51,497","34,078",7.8,89.04,NCBI Assembly,NZVR00000000,TARA_ANW_MAG_00039,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_E,null,Hug et al. phylogenetic marker set,NAT,5958,0,12,0,0.002014099,tara142_bact_dcm,7.993441279,tara142,bact,2,0.000335683
NAT-62,DCM,86.81,1.1,100,30.8,54,"84,195","33,197","26,855",1.45,96.84,NCBI Assembly,NZVQ00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,NAT,1287,0,12,0,0.009324009,tara142_bact_dcm,1.67031448,tara142,bact,0,0
NAT-64,MES,96.1,2.24,0,61.23,77,"236,406","90,425","55,142",4.25,90.44,NCBI Assembly,NZVM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pseudomonas,null,Alternative phylogenetic marker set,NAT,3976,17,3,0.004275654,0.000754527,tara142_bact_meso,4.422476587,tara142,bact,12,0.003018109
NAT-66,SRF,91.52,2.61,37.5,42.46,122,"80,944","33,046","23,448",2.86,92.06,NCBI Assembly,NZVJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null,Hug et al. phylogenetic marker set,NAT,2670,0,2,0,0.000749064,tara146_bact_surface,3.125,tara146,bact,3,0.001123596
NAT-67,MES,97.21,8.25,90.91,54.96,53,"242,840","112,039","69,780",3.7,90.02,NCBI Assembly,NZVH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,null,null,Hug et al. phylogenetic marker set,NAT,3405,12,33,0.003524229,0.00969163,tara146_prot_meso,3.806192779,tara146,prot,6,0.001762115
NAT-68,SRF,82.53,3.2,75,48.13,60,"124,284","50,899","34,823",2.09,95.99,NCBI Assembly,NZVG00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_D,null,null,Hug et al. phylogenetic marker set,NAT,1742,1,1,0.000574053,0.000574053,tara004_bact_surface,2.532412456,tara004,bact,0,0
NAT-686,SRF,79.78,4.68,6.06,38.78,95,"193,316","41,830","29,582",2.81,92.57,NCBI Assembly,NZVE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE4,null,Hug et al. phylogenetic marker set,NAT,2688,0,2,0,0.000744048,tara145_bact_surface,3.522186012,tara145,bact,0,0
NAT-69,DCM,97.58,0,0,48.08,100,"475,131","100,832","48,909",4.89,91.85,NCBI Assembly,NZVD00000000,"TARA_ANW_MAG_00007, TARA_PSW_MAG_00027",n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,NAT,3682,0,11,0,0.002987507,tara142_bact_dcm,5.011272802,tara142,bact,2,0.000543183
NAT-7,MES,99.02,9.24,60.71,65.54,62,"369,511","121,339","85,581",5.31,90.48,NCBI Assembly,NZVC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,null,Hug et al. phylogenetic marker set,NAT,5085,15,10,0.002949853,0.001966568,tara149_prot_meso,5.36255302,tara149,prot,4,0.000786627
NAT-70,SRF,87.5,2.31,23.08,51.2,87,"177,946","49,924","34,487",3,86.21,NCBI Assembly,NZVB00000000,n.a.,n.a.,Bacteria,Cyanobacteria,Chroococcales,Chroococcales,Cyanobium,null,null,CheckM,NAT,3028,4,0,0.001321004,0,tara142_bact_surface,3.428571429,tara142,bact,8,0.002642008
NAT-71,SRF,96.15,6.69,10.53,50.93,50,"241,281","98,356","52,673",2.63,94.14,NCBI Assembly,NZVA00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null,Hug et al. phylogenetic marker set,NAT,2563,0,10,0,0.003901678,tara146_bact_surface,2.735309412,tara146,bact,1,0.000390168
NAT-72,SRF,86.84,2.54,62.5,29.94,88,"132,743","25,929","24,041",2.12,95.2,NCBI Assembly,NZUZ00000000,TARA_ANE_MAG_00001,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null,Hug et al. phylogenetic marker set,NAT,2129,0,0,0,0,tara148_prot_surface,2.441271304,tara148,prot,1,0.000469704
NAT-74,SRF,84.62,0,0,29.77,53,"143,155","33,500","28,777",1.53,96.97,NCBI Assembly,NZUX00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,NAT,1384,0,2,0,0.001445087,tara142_bact_surface,1.808083195,tara142,bact,2,0.001445087
NAT-75,MES,98.51,4.31,83.33,64.87,86,"265,166","55,071","40,039",3.44,90.91,NCBI Assembly,NZUW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,Hug et al. phylogenetic marker set,NAT,3184,20,3,0.006281407,0.000942211,tara142_bact_meso,3.492031266,tara142,bact,7,0.002198492
NAT-79,DCM,95.44,4.76,50,40.38,122,"106,655","44,479","34,776",4.24,87.09,NCBI Assembly,NZUT00000000,n.a.,n.a.,Bacteria,Poribacteria,null,null,null,null,null,Hug et al. phylogenetic marker set,NAT,3386,0,2,0,0.000590667,tara151_prot_dcm,4.442581727,tara151,prot,2,0.000590667
NAT-8,MES,96.02,6.26,23.08,71.27,137,"373,063","84,374","59,827",8.2,92.53,NCBI Assembly,NZUS00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandracinaceae,Sandaracinus,null,Hug et al. phylogenetic marker set,NAT,6890,12,3,0.001741655,0.000435414,tara152_prot_meso,8.539887523,tara152,prot,1,0.000145138
NAT-81,MES,88.85,3.4,100,41.87,168,"134,812","28,622","24,806",4.17,88.78,NCBI Assembly,NZUQ00000000,n.a.,n.a.,Bacteria,Poribacteria,null,null,null,null,null,Hug et al. phylogenetic marker set,NAT,3439,1,5,0.000290782,0.001453911,tara149_prot_meso,4.69330332,tara149,prot,12,0.003489386
NAT-82,SRF,98.33,3.65,25,63.7,70,"283,883","94,382","58,776",4.11,90.4,NCBI Assembly,NZUP00000000,TARA_ANW_MAG_00011,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,null,Hug et al. phylogenetic marker set,NAT,3893,12,8,0.003082456,0.00205497,tara148_prot_surface,4.179802705,tara148,prot,10,0.002568713
NAT-84,MES,85.84,3.3,61.11,49.45,160,"94,495","30,611","24,884",3.98,88.97,NCBI Assembly,NZUN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,NAT,3562,6,0,0.001684447,0,tara146_prot_meso,4.636533085,tara146,prot,9,0.00252667
NAT-85,MES,83.43,3.99,41.18,43.59,167,"65,488","25,720","22,056",3.68,92.99,figshare,not applicable,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,null,null,Hug et al. phylogenetic marker set,NAT,3164,1,17,0.000316056,0.005372946,tara152_prot_meso,4.410883375,tara152,prot,5,0.001580278
NAT-88,SRF,93.17,0,0,30.48,39,"215,955","57,260","39,621",1.55,96.79,NCBI Assembly,NZUK00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_B,null,null,Hug et al. phylogenetic marker set,NAT,1315,0,4,0,0.003041825,tara145_bact_surface,1.663625631,tara145,bact,0,0
NAT-89,MES,93.41,1.19,50,54.4,133,"125,601","31,424","26,207",3.49,91.75,NCBI Assembly,NZUJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,null,Hug et al. phylogenetic marker set,NAT,3324,3,7,0.000902527,0.002105897,tara152_prot_meso,3.736216679,tara152,prot,8,0.002406739
NAT-9,MES,81.39,2.42,100,64.73,24,"466,205","281,507","141,171",3.39,88.53,NCBI Assembly,NZUI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,null,Hug et al. phylogenetic marker set,NAT,3085,5,11,0.001620746,0.00356564,tara149_prot_meso,4.165130851,tara149,prot,8,0.002593193
NAT-90,SRF,75.78,1.73,33.33,29.61,33,"130,189","67,777","45,940",1.52,95.77,NCBI Assembly,NZUH00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_C,null,Hug et al. phylogenetic marker set,NAT,1354,0,1,0,0.000738552,tara145_bact_surface,2.005806281,tara145,bact,0,0
NAT-91,MES,95.21,8.23,84.48,64.81,52,"317,132","95,904","56,065",2.92,91.83,NCBI Assembly,NZUG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,null,Alternative phylogenetic marker set,NAT,2831,2,17,0.000706464,0.006004945,tara152_prot_meso,3.066904737,tara152,prot,7,0.002472625
NAT-92,MES,94.3,1.67,50,35.13,54,"314,224","115,221","72,197",3.9,90.26,NCBI Assembly,NZUE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Mesonia,null,Hug et al. phylogenetic marker set,NAT,3525,11,2,0.003120567,0.000567376,tara146_prot_meso,4.13573701,tara146,prot,8,0.002269504
NAT-94,SRF,98.89,7.58,64.29,54.29,88,"395,152","188,024","70,171",6.18,91.65,NCBI Assembly,NZUC00000000,TARA_ANW_MAG_00006,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null,Hug et al. phylogenetic marker set,NAT,5347,13,8,0.00243127,0.001496166,tara150_prot_surface,6.249367985,tara150,prot,14,0.002618291
NAT-96,SRF,80.93,4,85.71,41.8,72,"74,174","30,401","24,736",1.78,95.97,figshare,not applicable,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_B,null,null,Hug et al. phylogenetic marker set,NAT,1457,0,13,0,0.008922443,tara146_bact_surface,2.199431608,tara146,bact,0,0
NP-1,SRF,80.47,3.66,26.67,56.77,127,"83,571","21,148","18,118",2.3,89.92,NCBI Assembly,PCCZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,Hug et al. phylogenetic marker set,NP,2167,14,0,0.006460545,0,tara137_virus_surface,2.858208028,tara137,virus,6,0.002768805
NP-10,MES,99.22,3.12,42.11,56.81,38,"955,805","150,453","108,756",4.13,90.82,NCBI Assembly,PCCY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,null,Hug et al. phylogenetic marker set,NP,4110,19,4,0.004622871,0.000973236,tara137_virus_meso,4.162467245,tara137,virus,6,0.001459854
NP-100,MES,98.91,0.59,0,63.31,68,"268,908","72,592","53,269",3.62,92.25,NCBI Assembly,PCCX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,null,null,null,Hug et al. phylogenetic marker set,NP,3261,7,1,0.002146581,0.000306654,tara138_prot_meso,3.659892832,tara138,prot,11,0.003373198
NP-101,SRF,92.49,2.7,14.29,29.25,78,"57,948","26,975","18,590",1.45,96.13,NCBI Assembly,PCCU00000000,n.a.,TMED93,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null,Hug et al. phylogenetic marker set,NP,1514,0,2,0,0.001321004,tara138_prot_surface,1.567737053,tara138,prot,1,0.000660502
NP-103,SRF,89.78,1.08,0,67.41,161,"71,311","27,074","21,778",3.51,95.12,figshare,not applicable,n.a.,n.a.,Bacteria,Planctomycetes,OM190,null,null,null,null,Hug et al. phylogenetic marker set,NP,2934,2,8,0.000681663,0.002726653,tara138_prot_surface,3.909556694,tara138,prot,0,0
NP-104,SRF,87.64,3.13,0,31.46,93,"59,281","17,576","16,697",1.55,96.67,NCBI Assembly,PCCQ00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,16S rRNA - SILVA SSURef128,NP,1417,0,1,0,0.000705716,tara137_bact_surface,1.768598813,tara137,bact,1,0.000705716
NP-1044,MES,90.56,1.48,0,52.4,126,"112,847","42,282","27,542",3.47,88.85,NCBI Assembly,PCCP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,NP,3125,7,23,0.00224,0.00736,tara133_bact_meso,3.831713781,tara133,bact,3,0.00096
NP-1046,SRF,95.16,5.52,0,41.13,49,"174,522","54,840","39,286",1.93,89.35,NCBI Assembly,PCCO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,null,null,Hug et al. phylogenetic marker set,NP,1765,0,14,0,0.007932011,tara133_bact_surface,2.028163094,tara133,bact,3,0.001699717
NP-105,MES,80.16,2.2,0,61.76,145,"45,178","16,933","14,897",2.16,92.35,NCBI Assembly,PCCM00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,null,null,null,Hug et al. phylogenetic marker set,NP,1975,0,2,0,0.001012658,tara133_bact_meso,2.694610778,tara133,bact,1,0.000506329
NP-1051,DCM,71.38,4.65,40,59.5,80,"35,199","14,952","14,422",1.15,90.48,NCBI Assembly,PCCL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,NP,1122,0,2,0,0.001782531,tara137_bact_dcm,1.611095545,tara137,bact,4,0.003565062
NP-1052,SRF,87.28,2.42,0,43.19,108,"141,021","32,173","21,771",2.35,89.66,NCBI Assembly,PCCK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null,Hug et al. phylogenetic marker set,NP,2054,0,5,0,0.002434275,tara133_bact_surface,2.69248396,tara133,bact,1,0.000486855
NP-106,MES,77.6,2,0,63.74,43,"51,148","26,290","23,442",1.01,94.68,NCBI Assembly,PCCI00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,NP,967,0,4,0,0.004136505,tara137_prot_meso,1.301546392,tara137,prot,0,0
NP-107,SRF,82.99,0.13,0,48.12,44,"186,457","82,710","48,853",2.15,95.17,NCBI Assembly,PCCG00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,NP,1782,0,1,0,0.000561167,tara133_bact_surface,2.590673575,tara133,bact,1,0.000561167
NP-1070,MES,79.08,1.78,12.5,35.06,63,"143,258","25,948","21,808",1.37,95.17,NCBI Assembly,PCCF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null,Hug et al. phylogenetic marker set,NP,1331,0,0,0,0,tara133_bact_meso,1.732422863,tara133,bact,2,0.00150263
NP-109,SRF,83.06,0,0,48.66,279,"103,649","27,858","22,232",6.2,85.26,NCBI Assembly,PCCB00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,null,Hug et al. phylogenetic marker set,NP,4835,21,2,0.00434333,0.00041365,tara137_virus_surface,7.464483506,tara137,virus,1,0.000206825
NP-11,MES,100,9.51,0,45.52,157,"691,341","64,457","24,456",3.84,86.51,NCBI Assembly,PCBZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,16S rRNA - SILVA SSURef128,NP,3317,11,11,0.00331625,0.00331625,tara138_prot_meso,3.84,tara138,prot,3,0.000904432
NP-110,DCM,70.27,0.96,50,56.83,39,"149,808","44,505","31,750",1.24,95.23,NCBI Assembly,PCBY00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,CheckM,NP,1069,0,2,0,0.001870907,tara137_bact_dcm,1.764622172,tara137,bact,0,0
NP-112,MES,72.13,0.8,100,57.91,53,"55,343","23,416","18,276",0.97,95.83,NCBI Assembly,PCBV00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,NP,908,0,3,0,0.003303965,tara137_prot_meso,1.344794122,tara137,prot,0,0
NP-113,DCM,96.46,4.84,12.5,58.86,115,"260,396","61,850","39,529",4.55,90.14,NCBI Assembly,PCBT00000000,TARA_PON_MAG_00053,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,NP,4493,7,17,0.001557979,0.003783663,tara137_bact_dcm,4.716981132,tara137,bact,1,0.000222568
NP-1160,DCM,73.5,0,0,32.93,89,"46,354","17,622","15,438",1.37,96.31,NCBI Assembly,PCBP00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null,Hug et al. phylogenetic marker set,NP,1230,0,14,0,0.011382114,tara133_bact_dcm,1.863945578,tara133,bact,0,0
NP-117,DCM,95.23,0.68,0,50.37,152,"118,283","35,440","25,313",3.85,93.64,NCBI Assembly,PCBO00000000,TARA_PON_MAG_00041,n.a.,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,NP,3059,0,1,0,0.000326904,tara133_bact_dcm,4.042843642,tara133,bact,0,0
NP-119,SRF,96.97,7.81,0,51.16,200,"595,537","81,090","53,764",10.75,88.94,NCBI Assembly,PCBK00000000,TARA_PON_MAG_00013,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,NP,7727,17,1,0.002200078,0.000129416,tara138_prot_surface,11.08590286,tara138,prot,12,0.001552996
NP-12,SRF,86.14,4.65,59.26,66.4,144,"151,712","35,047","27,324",3.93,90.64,NCBI Assembly,PCBJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,CheckM,NP,3582,19,25,0.005304299,0.006979341,tara138_prot_surface,4.562340376,tara138,prot,6,0.001675042
NP-120,SRF,98.82,0,0,52.98,20,"1,094,072","300,322","243,306",4.87,88.95,NCBI Assembly,PCBI00000000,n.a.,n.a.,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,novelGenus_A,null,Hug et al. phylogenetic marker set,NP,4230,9,2,0.00212766,0.000472813,tara138_prot_surface,4.928152196,tara138,prot,4,0.000945626
NP-122,MES,81.4,0.61,0,52.41,126,"96,783","25,698","19,937",2.51,91.82,NCBI Assembly,PCBE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null,Hug et al. phylogenetic marker set,NP,2333,1,5,0.000428633,0.002143163,tara137_prot_meso,3.083538084,tara137,prot,3,0.001285898
NP-124,SRF,99.48,9.14,34,64.33,91,"586,380","162,101","81,477",7.41,88.02,NCBI Assembly,PCBC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,metallidurans,Hug et al. phylogenetic marker set,NP,6848,42,6,0.006133178,0.000876168,tara137_prot_surface,7.448733414,tara137,prot,21,0.003066589
NP-125,SRF,96.62,9.37,36.51,57.54,114,"310,143","44,651","33,856",3.86,92.17,NCBI Assembly,PCBB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,null,Alternative phylogenetic marker set,NP,3640,18,4,0.004945055,0.001098901,tara137_virus_surface,3.995032084,tara137,virus,8,0.002197802
NP-127,SRF,97.68,2.25,75,37.58,111,"145,529","50,712","30,883",3.43,92.18,figshare,not applicable,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null,Hug et al. phylogenetic marker set,NP,3110,9,4,0.002893891,0.001286174,tara138_virus_surface,3.511466011,tara138,virus,12,0.003858521
NP-1277,DCM,74.68,0,0,38.53,77,"116,400","23,331","19,342",1.49,93.07,NCBI Assembly,PCAX00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,NP,1409,0,12,0,0.008516678,tara137_bact_dcm,1.995179432,tara137,bact,0,0
NP-13,SRF,97.03,2.04,85.71,58.97,96,"154,938","60,370","37,846",3.63,88.56,NCBI Assembly,PCAQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,CheckM,NP,3335,15,3,0.004497751,0.00089955,tara138_virus_surface,3.741110997,tara138,virus,10,0.002998501
NP-132,DCM,97.69,0,0,61.36,41,"259,389","150,751","62,642",2.57,85.77,NCBI Assembly,PCAM00000000,TARA_PON_MAG_00043,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,NP,2355,2,40,0.000849257,0.016985138,tara137_bact_dcm,2.630770806,tara137,bact,0,0
NP-133,DCM,97.44,2.56,0,67.05,45,"283,255","125,081","73,594",3.31,92.68,NCBI Assembly,PCAK00000000,TARA_PON_MAG_00024,n.a.,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null,Hug et al. phylogenetic marker set,NP,3015,2,2,0.00066335,0.00066335,tara137_bact_dcm,3.396962233,tara137,bact,3,0.000995025
NP-135,DCM,73.71,0,0,56.34,205,"51,064","14,985","13,736",2.82,88.12,NCBI Assembly,PCAH00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,novel_family2,null,null,null,Alternative phylogenetic marker set,NP,2753,1,2,0.00036324,0.00072648,tara137_bact_dcm,3.825803826,tara137,bact,2,0.00072648
NP-138,MES,87.46,3.3,0,49.27,107,"214,590","27,272","20,506",2.19,89.02,NCBI Assembly,PCAD00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,novelFamily_A,null,null,Hug et al. phylogenetic marker set,NP,2037,1,18,0.000490918,0.008836524,tara137_prot_meso,2.504001829,tara137,prot,0,0
NP-1391,SRF,74.38,1.71,0,52.01,163,"79,637","21,945","17,846",2.91,87.31,NCBI Assembly,PCAB00000000,TARA_PON_MAG_00052,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,NP,2650,1,3,0.000377358,0.001132075,tara133_bact_surface,3.912342027,tara133,bact,4,0.001509434
NP-1395,DCM,97.44,3.85,0,43.75,31,"356,352","124,539","70,015",2.17,94.61,NCBI Assembly,PCAA00000000,TARA_PON_MAG_00009,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null,Hug et al. phylogenetic marker set,NP,2132,0,5,0,0.002345216,tara133_bact_dcm,2.227011494,tara133,bact,0,0
NP-140,DCM,92.26,3.87,75,66.98,45,"321,784","140,864","70,230",3.16,92.26,NCBI Assembly,PBZY00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,null,Hug et al. phylogenetic marker set,NP,3070,15,3,0.004885993,0.000977199,tara137_virus_dcm,3.42510297,tara137,virus,8,0.002605863
NP-142,MES,88.83,2.43,100,31.66,39,"82,948","33,230","29,003",1.13,91.27,NCBI Assembly,PBZV00000000,n.a.,n.a.,Archaea,Thaumarchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,NP,1414,0,2,0,0.001414427,tara133_bact_meso,1.272092761,tara133,bact,0,0
NP-1444,SRF,83.86,3.15,11.11,47.5,109,"70,809","26,349","19,261",2.1,91.41,NCBI Assembly,PBZS00000000,TARA_PON_MAG_00038,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,NP,2025,0,26,0,0.012839506,tara133_bact_surface,2.504173623,tara133,bact,1,0.000493827
NP-1463,DCM,75.27,1.65,0,60.23,149,"138,474","46,666","35,341",5.27,92.51,NCBI Assembly,PBZP00000000,TARA_PON_MAG_00065,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,null,null,null,null,Hug et al. phylogenetic marker set,NP,4935,5,0,0.001013171,0,tara137_bact_dcm,7.001461406,tara137,bact,4,0.000810537
NP-1472,SRF,76.68,1.79,0,48.77,94,"46,684","19,361","16,186",1.52,93.27,NCBI Assembly,PBZM00000000,TARA_PSE_MAG_00094,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,NP,1512,0,5,0,0.003306878,tara138_prot_surface,1.982263954,tara138,prot,2,0.001322751
NP-15,DCM,82.95,2.27,75,44.92,57,"421,683","106,545","67,296",3.84,89.63,NCBI Assembly,PBZI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,null,Hug et al. phylogenetic marker set,NP,3399,25,1,0.007355104,0.000294204,tara137_prot_dcm,4.629294756,tara137,prot,12,0.00353045
NP-150,MES,80.34,6.04,16.67,52.75,108,"68,905","26,900","21,393",2.31,93.26,NCBI Assembly,PBZH00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,null,null,null,Hug et al. phylogenetic marker set,NP,2024,1,11,0.000494071,0.005434783,tara133_bact_meso,2.87528006,tara133,bact,3,0.001482213
