bin,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,percent_trans,Highest Relative Abundance,complete genome size (Mbp),tara_station,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot
RS-401,70.74,1.6,100,59.18,55,"90,118","46,693","30,440",1.67,95.19,NCBI Assembly,PBOE00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,,,,CheckM,RS,1352,0,1,0,tara034_bact_surface,2.360757704,tara034,0,0,17,1.2573964,0.050970995,16.44137569,4.154964932,16.44137569
RS-402,77.06,0.29,50,59.95,148,"43,199","12,615","11,329",1.68,95.98,NCBI Assembly,PBWG00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,RS,1499,0,2,0,tara032_bact_surface,2.180119387,tara032,2,0.1334223,24,1.6010674,0.282988288,2.586972555,3.629663642,2.586972555
RS-404,83.03,1.26,66.67,62.45,48,"131,746","57,213","36,310",1.74,93.98,NCBI Assembly,PBWE00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,novelFamily_A,,,Hug et al. phylogenetic marker set,RS,1743,0,3,0,tara031_bact_surface,2.095628086,tara031,1,0.0573723,19,1.0900746,0.919189921,2.454827479,11.18748144,2.454827479
RS-406,80.93,1.6,100,39.94,95,"189,537","40,248","21,417",2.03,94.51,NCBI Assembly,PBWC00000000,TARA_RED_MAG_00090,n.a.,Archaea,Euryarchaeota,,,novelFamily_C,,,Hug et al. phylogenetic marker set,RS,1701,0,2,0,tara031_bact_surface,2.508340541,tara031,0,0,24,1.4109347,0.325301846,2.6537723,4.280123323,2.6537723
RS-408,94.12,1.47,50,30.57,50,"134,265","43,647","32,366",1.62,95.31,NCBI Assembly,PBWA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,RS,1468,0,2,0,tara034_girus_surface,1.72120697,tara034,0,0,28,1.9073569,0.079871291,15.23287413,6.032240605,15.23287413
RS-412,77.33,1.91,16.67,40.27,117,"80,589","19,238","15,738",1.84,93.61,NCBI Assembly,PBVW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,,Hug et al. phylogenetic marker set,RS,1736,0,2,0,tara033_bact_surface,2.379412906,tara033,1,0.0576037,28,1.6129032,1.67072158,6.245685819,51.73569817,6.245685819
RS-415,84.35,3.23,0,54.59,133,"296,508","51,961","31,103",4.14,94.32,NCBI Assembly,PBVT00000000,TARA_RED_MAG_00024,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Hug et al. phylogenetic marker set,RS,3224,0,4,0,tara034_bact_dcm,4.908120925,tara034,0,0,31,0.9615385,0.237855733,0.478394567,0.564164767,0.478394567
RS-420,90.35,0,0,31.43,33,"212,065","68,605","40,867",1.35,95.22,NCBI Assembly,PBVQ00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,novel_family2,,,,Alternative phylogenetic marker set,RS,1310,0,4,0,tara032_bact_dcm,1.494189264,tara032,1,0.0763359,17,1.2977099,0.06736214,17.47792452,5.837297572,17.47792452
RS-422,95.85,6.44,95.65,63.06,102,"81,396","25,251","19,903",2.03,92.94,NCBI Assembly,PBVP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,,,Hug et al. phylogenetic marker set,RS,1917,0,3,0,tara031_bact_surface,2.11789254,tara031,2,0.1043297,24,1.2519562,3.364705272,1.795668637,29.95568976,1.795668637
RS-423,95.46,6.45,14.29,40.37,166,"183,601","59,315","32,084",5.33,86.81,NCBI Assembly,PBVO00000000,n.a.,n.a.,Bacteria,Poribacteria,,,,,,Hug et al. phylogenetic marker set,RS,4347,1,1,0.0230044,tara032_bact_dcm,5.583490467,tara032,2,0.0460087,57,1.3112491,4.478017467,0.155925605,3.461858551,0.155925605
RS-426,88.4,4.17,19.05,63.4,252,"102,569","23,484","18,472",4.66,90.5,NCBI Assembly,PBVL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,RS,4583,3,4,0.0654593,tara032_bact_dcm,5.271493213,tara032,4,0.0872791,142,3.0984072,0.313597361,0.992238709,1.542746831,0.992238709
RS-428,93.67,7.72,30.77,31.03,65,"104,936","31,708","23,270",1.51,97.11,NCBI Assembly,PBVJ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,,Hug et al. phylogenetic marker set,RS,1400,0,2,0,tara031_bact_surface,1.612042276,tara031,0,0,24,1.7142857,0.445466355,9.205003555,20.33035523,9.205003555
RS-431,93.91,6.72,31.58,28.84,55,"175,668","51,610","32,853",1.81,96.77,NCBI Assembly,PBVH00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,RS,1578,0,3,0,tara033_bact_surface,1.927377276,tara033,0,0,25,1.5842839,0.110258644,11.66781382,6.37834837,11.66781382
RS-432,70,4,80,42.97,49,"155,764","52,805","36,537",1.79,96.03,NCBI Assembly,PBVG00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_B,,,Hug et al. phylogenetic marker set,RS,1425,0,1,0,tara034_bact_surface,2.557142857,tara034,1,0.0701754,17,1.1929825,0.238496298,3.921168754,4.63663889,3.921168754
RS-434,92.47,6.99,0,36.89,29,"391,724","133,924","73,868",2.14,92.58,NCBI Assembly,PBVE00000000,TARA_RED_MAG_00004,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,RS,2036,0,2,0,tara032_bact_dcm,2.314264086,tara032,3,0.1473477,27,1.3261297,0.052790827,4.851030696,1.269692594,4.851030696
RS-435,78.38,2.53,0,38.46,26,"494,156","139,469","57,015",1.48,93.26,NCBI Assembly,PBVD00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,novel_family2,,,,Alternative phylogenetic marker set,RS,1410,0,1,0,tara032_bact_dcm,1.888236795,tara032,0,0,12,0.8510638,0.118430717,4.884701689,2.868193868,4.884701689
RS-438,90.62,7.62,84.21,30.68,119,"61,831","18,542","14,159",1.68,96.13,NCBI Assembly,PBVB00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,,Hug et al. phylogenetic marker set,RS,1636,0,3,0,tara034_girus_surface,1.853895387,tara034,1,0.0611247,31,1.8948655,0.420342255,7.318719417,15.2526128,7.318719417
RS-439,79.51,2.15,82.35,41.05,73,"92,481","35,893","20,024",1.46,95.55,NCBI Assembly,PBVA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_E,,Hug et al. phylogenetic marker set,RS,1310,0,1,0,tara034_bact_surface,1.836247013,tara034,1,0.0763359,25,1.9083969,0.181126134,7.642816048,6.863420736,7.642816048
RS-440,74.53,3.2,100,54.86,115,"68,315","21,717","15,983",1.84,95.44,NCBI Assembly,PBUZ00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_D,,,Hug et al. phylogenetic marker set,RS,1545,0,1,0,tara034_bact_surface,2.468804508,tara034,0,0,23,1.4886731,0.196016225,1.504580165,1.462222463,1.504580165
RS-447,73.48,2.14,0,71.51,133,"52,450","19,282","14,425",1.92,94.19,NCBI Assembly,PBUU00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,,Hug et al. phylogenetic marker set,RS,1864,1,1,0.0536481,tara034_bact_dcm,2.612955906,tara034,0,0,37,1.9849785,0.452465729,1.759560624,3.947262628,1.759560624
RS-453,78.22,4.46,0,34.61,107,"62,958","14,431","12,127",1.3,95.04,NCBI Assembly,PBUP00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,RS,1317,0,1,0,tara032_bact_dcm,1.661979033,tara032,0,0,19,1.4426727,1.757624531,0.768306346,6.69524731,0.768306346
RS-454,77.13,2.56,25,70.39,122,"71,885","19,373","15,344",1.87,94.11,NCBI Assembly,PBUO00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,,Hug et al. phylogenetic marker set,RS,1815,0,1,0,tara034_bact_dcm,2.424478154,tara034,0,0,30,1.6528926,0.429893747,2.170228916,4.625650033,2.170228916
RS-458,94.04,6.59,62.5,54.67,43,"239,809","113,833","56,510",2.43,93.18,NCBI Assembly,PBUL00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,,Hug et al. phylogenetic marker set,RS,2119,0,2,0,tara032_bact_dcm,2.584006806,tara032,3,0.1415762,47,2.2180274,0.171682521,9.028272098,7.684875208,9.028272098
RS-460,74.33,3.85,60,53,58,"168,965","57,835","37,142",2.15,94.19,NCBI Assembly,PBUJ00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,novel_genus2,,Alternative phylogenetic marker set,RS,2129,0,2,0,tara032_bact_dcm,2.89250639,tara032,0,0,39,1.8318459,0.360755029,5.655409562,10.11538819,5.655409562
RS-465,75.96,2.97,33.33,46.27,169,"96,721","22,373","17,028",2.88,93.6,NCBI Assembly,PBUF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,RS,2649,0,2,0,tara032_bact_dcm,3.791469194,tara032,1,0.0377501,70,2.6425066,1.408447342,2.918757084,20.38189991,2.918757084
RS-467,74.54,3.98,25,32.15,148,"41,243","15,737","12,987",1.92,95.6,NCBI Assembly,PBXW00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,RS,1691,0,2,0,tara033_bact_surface,2.575798229,tara033,0,0,26,1.5375517,0.623765934,2.299633674,7.111912591,2.299633674
RS-472,72,2.4,75,44.63,117,"52,428","16,253","14,515",1.7,95.64,NCBI Assembly,PBXT00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,,,,CheckM,RS,1398,0,0,0,tara034_bact_surface,2.361111111,tara034,0,0,17,1.2160229,0.322083645,7.211094248,11.51531818,7.211094248
RS-508,71.58,2.2,0,29.73,77,"89,852","27,542","20,204",1.56,95.42,NCBI Assembly,PBXN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,CheckM,RS,1567,0,2,0,tara032_bact_dcm,2.179379715,tara032,1,0.0638162,26,1.6592214,0.128907117,12.50725185,7.993645578,12.50725185
RS-604,75.6,4.11,52.63,41.44,62,"181,625","48,641","30,376",1.88,95.83,NCBI Assembly,PBXF00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_B,,,Hug et al. phylogenetic marker set,RS,1546,0,1,0,tara034_bact_surface,2.486772487,tara034,0,0,18,1.164295,0.07840379,10.35538209,4.025402229,10.35538209
RS-615,88.35,9.31,22.64,58.55,88,"279,709","103,862","57,955",5.1,90.78,NCBI Assembly,PBXD00000000,TARA_RED_MAG_00060,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,Hug et al. phylogenetic marker set,RS,4887,3,6,0.0613874,tara034_bact_dcm,5.772495756,tara034,5,0.1023123,73,1.493759,0.039283313,4.358049821,0.848802004,4.358049821
RS-626,77.53,1.85,60,32.19,48,"76,922","27,561","21,830",1.05,96.33,NCBI Assembly,PBXC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,,Hug et al. phylogenetic marker set,RS,1054,0,2,0,tara032_bact_dcm,1.354314459,tara032,0,0,20,1.8975332,1.3691671,12.55575538,85.2325337,12.55575538
RS-648,83.92,9.24,4.17,33.75,41,"271,746","62,733","38,454",1.58,94.32,NCBI Assembly,PBXB00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202,,,,,16S rRNA - SILVA SSURef128,RS,1547,0,2,0,tara032_bact_dcm,1.882745472,tara032,0,0,23,1.4867485,0.244440381,5.532043025,6.704472276,5.532043025
RS-654,71.87,3.14,0,41.28,32,"111,980","46,984","31,983",1.02,93.96,NCBI Assembly,PBXA00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidetes,,,,,CheckM,RS,1009,0,2,0,tara034_bact_dcm,1.419229164,tara034,1,0.099108,17,1.6848365,0.055456577,3.427633884,0.942439728,3.427633884
RS-665,70,0.91,33.33,40.87,120,"46,131","14,195","11,924",1.43,92.2,NCBI Assembly,PBWY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,CheckM,RS,1422,1,5,0.0703235,tara032_bact_dcm,2.042857143,tara032,1,0.0703235,20,1.4064698,0.077163877,5.890489576,2.253572477,5.890489576
RS-668,87.76,7.38,52,35.87,42,"222,577","58,825","33,674",1.41,94.8,NCBI Assembly,PBWX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,,Hug et al. phylogenetic marker set,RS,1443,0,2,0,tara032_bact_dcm,1.606654512,tara032,0,0,26,1.8018018,0.457564792,6.397289997,14.51291782,6.397289997
RS-678,83.18,1.87,50,30.12,76,"70,478","26,372","18,512",1.41,92.46,NCBI Assembly,PBWW00000000,n.a.,n.a.,Archaea,Heimdallarchaeota,,,,,,Hug et al. phylogenetic marker set,RS,1347,0,1,0,tara034_girus_surface,1.695119019,tara034,0,0,21,1.55902,0.068757012,9.679889108,3.299844503,9.679889108
RS-697,98.92,2.69,0,46.72,53,"211,533","87,648","48,029",2.55,91.77,NCBI Assembly,PBWV00000000,TARA_RED_MAG_00066,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,RS,2449,0,5,0,tara034_bact_dcm,2.577840679,tara034,7,0.285831,37,1.5108207,0.062232446,5.12293152,1.580671124,5.12293152
RS-797,85.22,0.43,100,63.15,27,"428,757","103,024","83,066",2.24,91.79,NCBI Assembly,PBWR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,CheckM,RS,2302,0,3,0,tara032_bact_dcm,2.628490965,tara032,1,0.0434405,33,1.4335361,0.03987316,4.263198481,0.84279569,4.263198481
RS-814,74.56,2.74,72.73,50.2,60,"123,712","28,758","23,044",1.38,95.73,NCBI Assembly,PBWO00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_I,,,Hug et al. phylogenetic marker set,RS,1199,0,1,0,tara034_bact_dcm,1.850858369,tara034,0,0,18,1.501251,0.142129491,7.232145307,5.09632883,7.232145307
RS-815,75.55,1.72,100,36.01,28,"90,104","53,714","34,419",0.96,97.75,NCBI Assembly,PBWN00000000,n.a.,n.a.,Bacteria,,,,,,,Hug et al. phylogenetic marker set,RS,935,0,1,0,tara032_bact_dcm,1.270681668,tara032,0,0,18,1.9251337,0.111832687,7.741280614,4.292276281,7.741280614
RS-816,75.44,4.4,0,27.23,45,"148,116","44,887","30,999",1.39,96.61,NCBI Assembly,PBWM00000000,n.a.,n.a.,Bacteria,Marinimicrobia,novel_class2,,,,,Alternative phylogenetic marker set,RS,1276,0,2,0,tara031_bact_surface,1.84252386,tara031,1,0.0783699,23,1.8025078,0.207488974,9.349316796,9.617916385,9.349316796
RS-817,88.89,1.71,50,56.7,69,"182,833","37,417","28,770",1.99,94.43,NCBI Assembly,PBWL00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_E,,Hug et al. phylogenetic marker set,RS,1957,0,2,0,tara033_bact_surface,2.238722016,tara033,0,0,40,2.0439448,0.190543882,5.114400037,4.831653724,5.114400037
RS-819,89.11,2.77,0,31.27,38,"131,522","60,431","35,666",1.36,95.29,NCBI Assembly,PBWJ00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,,,,Hug et al. phylogenetic marker set,RS,1359,0,2,0,tara032_bact_dcm,1.526203569,tara032,1,0.0735835,15,1.1037528,0.603962074,10.43591207,31.24972335,10.43591207
RS-820,92.05,0.99,0,41.5,110,"103,971","21,648","15,600",1.72,93.12,NCBI Assembly,PBWI00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,RS,1675,0,2,0,tara034_bact_dcm,1.868549701,tara034,1,0.0597015,22,1.3134328,0.106500274,6.774813316,3.577290059,6.774813316
RS-821,86.81,1.1,0,59.09,38,"805,793","226,663","142,701",5.42,88.7,NCBI Assembly,PBWH00000000,TARA_RED_MAG_00085,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,Hug et al. phylogenetic marker set,RS,5241,6,7,0.114482,tara032_bact_dcm,6.243520332,tara032,1,0.0190803,92,1.7553902,0.096443456,2.262942151,1.082062421,2.262942151
RS-822,93.59,3.3,0,62.44,266,"97,659","30,881","21,994",5.85,92.45,NCBI Assembly,PBOD00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,Hug et al. phylogenetic marker set,RS,5173,3,4,0.0579934,tara032_bact_dcm,6.250667806,tara032,3,0.0579934,109,2.1070945,0.518682944,1.073858245,2.761563419,1.073858245
RS-826,94.51,5.03,0,44.59,96,"227,343","54,801","28,017",2.69,91.92,NCBI Assembly,PBOB00000000,TARA_RED_MAG_00054,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,,,Hug et al. phylogenetic marker set,RS,2564,1,6,0.0390016,tara034_bact_dcm,2.846259655,tara034,2,0.0780031,49,1.9110764,0.148341987,1.194690653,0.878669711,1.194690653
SAT-1,89.64,2.2,35.71,61.85,72,"177,954","65,602","44,851",3.23,90.8,NCBI Assembly,PAYQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,CheckM,SAT,2980,7,20,0.2348993,tara076_girus_meso,3.603302097,tara076,11,0.3691275,63,2.114094,4.215806684,0.631233836,13.19401751,0.631233836
SAT-10,95.61,3.45,100,40.16,123,"218,361","50,212","38,473",4.73,86.12,NCBI Assembly,PAYP00000000,n.a.,n.a.,Bacteria,Poribacteria,,,,,,Hug et al. phylogenetic marker set,SAT,3815,0,7,0,tara076_bact_dcm,4.947181257,tara076,2,0.0524246,57,1.4941022,8.104483026,0.114365239,4.59542263,0.114365239
SAT-103,87.53,1.08,100,29.55,63,"85,468","32,651","28,622",1.8,96.35,NCBI Assembly,PAYM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,SAT,1575,0,10,0,tara078_girus_surface,2.056437793,tara078,1,0.0634921,27,1.7142857,0.15522767,7.496986219,5.769815809,7.496986219
SAT-104,98.51,1.35,76.92,35.33,49,"192,420","70,623","58,464",2.86,91.27,NCBI Assembly,PAYL00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Xanthomarina,,Hug et al. phylogenetic marker set,SAT,2632,1,5,0.0379939,tara067_virus_surface,2.903258552,tara067,2,0.0759878,70,2.6595745,0.05158329,0.811344844,0.207501202,0.811344844
SAT-105,93.55,1.08,0,31.65,18,"382,823","158,331","92,737",1.67,95.95,NCBI Assembly,PAYK00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,SAT,1506,0,0,0,tara076_girus_surface,1.785141635,tara076,0,0,21,1.3944223,0.120842192,4.980882895,2.984221286,4.980882895
SAT-106,99.24,0.27,50,40.87,22,"438,515","291,115","148,397",3.26,91.03,NCBI Assembly,PAYJ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aequorivita,,Hug et al. phylogenetic marker set,SAT,3103,6,18,0.1933613,tara067_virus_surface,3.28496574,tara067,9,0.2900419,84,2.7070577,0.167709955,0.508559467,0.422869813,0.508559467
SAT-107,95.89,9.15,20.69,32.22,57,"179,178","61,157","43,987",2.51,94.6,NCBI Assembly,PAYI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,,Hug et al. phylogenetic marker set,SAT,2205,0,3,0,tara078_girus_dcm,2.617582647,tara078,0,0,40,1.814059,0.162318229,2.421832272,1.949025206,2.421832272
SAT-108,91.7,3.91,71.43,65.05,103,"97,573","41,137","34,393",3.54,89.43,NCBI Assembly,PAYH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,,Hug et al. phylogenetic marker set,SAT,3242,6,5,0.1850709,tara070_virus_meso,3.860414395,tara070,6,0.1850709,51,1.573103,2.688678179,0.173156814,2.308258833,0.173156814
SAT-109,96.81,7.51,84,56.95,70,"353,663","85,675","65,343",4.57,91.51,NCBI Assembly,PAYG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,Hug et al. phylogenetic marker set,SAT,4222,14,2,0.3315964,tara082_virus_dcm,4.720586716,tara082,14,0.3315964,86,2.0369493,1.763119136,0.087236211,0.762578487,0.087236211
SAT-110,97.23,6.58,95.65,53.49,46,"229,485","96,234","67,811",3.12,93.25,NCBI Assembly,PAYE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,,Hug et al. phylogenetic marker set,SAT,3015,18,2,0.5970149,tara076_virus_meso,3.208886146,tara076,7,0.2321725,70,2.3217247,0.123618239,0.390149218,0.239121921,0.390149218
SAT-111,99.43,1.61,46.15,55.15,68,"330,726","115,466","69,528",4.73,90.19,NCBI Assembly,PAYD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Hug et al. phylogenetic marker set,SAT,4350,12,18,0.2758621,tara082_virus_dcm,4.757115559,tara082,11,0.2528736,113,2.5977011,0.350944251,0.221368259,0.38517632,0.221368259
SAT-112,98.06,5.38,86.05,47.21,48,"278,070","75,875","55,729",2.68,93.81,NCBI Assembly,PAYC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,,,Hug et al. phylogenetic marker set,SAT,2572,10,16,0.3888025,tara076_virus_dcm,2.7330206,tara076,13,0.5054432,84,3.2659409,0.649061315,0.392959129,1.264559318,0.392959129
SAT-113,99.14,3.99,95.24,62.79,44,"588,994","130,539","92,765",4.08,84.93,NCBI Assembly,PAYB00000000,TARA_PSE_MAG_00035,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,,Hug et al. phylogenetic marker set,SAT,3412,9,10,0.2637749,tara072_bact_surface,4.115392374,tara072,10,0.2930832,65,1.905041,1.318137197,0.606879328,3.966149298,0.606879328
SAT-115,99.35,9.09,97.78,55.93,20,"553,039","268,648","193,205",3.86,90.71,NCBI Assembly,PAXZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,,Hug et al. phylogenetic marker set,SAT,3651,9,19,0.2465078,tara070_virus_surface,3.885254152,tara070,6,0.1643385,98,2.6841961,0.838582703,0.306405502,1.27393878,0.306405502
SAT-116,70.34,1.6,50,37.82,19,"318,819","85,524","67,740",1.29,95.17,NCBI Assembly,PAXY00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_G,,,Hug et al. phylogenetic marker set,SAT,1135,0,14,0,tara070_girus_surface,1.833949389,tara070,0,0,12,1.0572687,0.579170223,5.233313414,15.02758067,5.233313414
SAT-117,99.61,3.93,100,41.31,13,"898,395","589,755","304,516",3.96,91.43,NCBI Assembly,PAXX00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,,Hug et al. phylogenetic marker set,SAT,3433,6,14,0.1747742,tara068_virus_meso,3.975504467,tara068,8,0.2330323,117,3.4080979,0.01789525,1.081010511,0.095912185,1.081010511
SAT-12,94.64,1.18,100,48.43,119,"296,550","50,522","38,131",4.54,91.84,NCBI Assembly,PAXU00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,,Hug et al. phylogenetic marker set,SAT,3361,0,4,0,tara076_bact_dcm,4.797125951,tara076,1,0.029753,51,1.5174055,0.373324616,1.873172785,3.467133503,1.873172785
SAT-121,100,6.18,100,37.5,26,"828,954","248,826","137,168",3.57,92.13,NCBI Assembly,PAXS00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,,Hug et al. phylogenetic marker set,SAT,3117,11,1,0.3529034,tara072_virus_surface,3.57,tara072,10,0.3208213,95,3.0478024,0.061053869,0.262511683,0.079463543,0.262511683
SAT-122,70.81,1.6,0,47.24,62,"142,728","38,927","30,669",1.9,95.49,NCBI Assembly,PAXR00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_D,,,Hug et al. phylogenetic marker set,SAT,1546,0,3,0,tara076_girus_surface,2.683236831,tara076,0,0,19,1.228978,0.172565934,6.258669909,5.354799465,6.258669909
SAT-126,98.28,6.55,100,47.9,64,"304,514","80,680","57,229",3.66,90.89,NCBI Assembly,PAXN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,CheckM,SAT,3530,0,12,0,tara076_bact_dcm,3.724053724,tara076,8,0.2266289,41,1.1614731,0.376145331,1.198093236,2.2343561,1.198093236
SAT-127,73.93,1.28,0,64.65,65,"120,456","33,236","30,679",1.99,94.04,NCBI Assembly,PAXM00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,,Hug et al. phylogenetic marker set,SAT,1908,0,4,0,tara076_girus_dcm,2.691735425,tara076,0,0,31,1.6247379,0.354466993,1.847514677,3.246906603,1.847514677
